availability_365,room_type_Entire home/apt,room_type_Private room,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,price
-0.8528619615383436,1.0,0.0,1.0,0.0,295
-0.8604466400320488,0.0,1.0,0.0,1.0,70
-0.8604466400320488,0.0,1.0,1.0,0.0,58
1.1646625177872683,1.0,0.0,1.0,0.0,75
-0.8604466400320488,0.0,1.0,0.0,0.0,38
1.1874165532683842,1.0,0.0,0.0,1.0,100
-0.5343054648027206,1.0,0.0,0.0,1.0,260
-0.8301079260572276,1.0,0.0,0.0,1.0,147
-0.8604466400320488,0.0,1.0,1.0,0.0,34
-0.8604466400320488,0.0,1.0,1.0,0.0,65
0.27725513402374735,1.0,0.0,0.0,1.0,125
1.7031746908403451,1.0,0.0,0.0,1.0,310
1.6349125843969974,0.0,1.0,1.0,0.0,50
-0.8604466400320488,0.0,1.0,0.0,1.0,79
-0.38261189492861447,1.0,0.0,1.0,0.0,329
0.4289487038978535,0.0,1.0,0.0,0.0,115
-0.8604466400320488,1.0,0.0,1.0,0.0,140
-0.010962648737054352,1.0,0.0,1.0,0.0,225
1.2708480166991427,0.0,1.0,0.0,1.0,149
0.08005349318740934,0.0,1.0,1.0,0.0,50
1.900376331676683,0.0,1.0,0.0,1.0,88
-0.8604466400320488,1.0,0.0,0.0,0.0,200
-0.8604466400320488,1.0,0.0,1.0,0.0,160
-0.18541025409227643,1.0,0.0,1.0,0.0,125
-0.8604466400320488,0.0,1.0,0.0,1.0,75
-0.4281199658908463,0.0,1.0,0.0,0.0,80
-0.8604466400320488,1.0,0.0,1.0,0.0,140
-0.5494748217901312,1.0,0.0,1.0,0.0,134
-0.8604466400320488,0.0,1.0,1.0,0.0,65
1.6197432274095869,1.0,0.0,1.0,0.0,159
-0.46604335835937283,1.0,0.0,0.0,1.0,300
0.5047954888349065,0.0,1.0,0.0,0.0,95
-0.8604466400320488,0.0,1.0,0.0,1.0,70
0.6489043802153075,1.0,0.0,1.0,0.0,248
1.900376331676683,1.0,0.0,0.0,1.0,750
-0.8604466400320488,0.0,1.0,1.0,0.0,90
0.36068659745450576,1.0,0.0,1.0,0.0,80
-0.35227318095379323,1.0,0.0,0.0,1.0,85
-0.8604466400320488,0.0,1.0,1.0,0.0,50
-0.8604466400320488,1.0,0.0,1.0,0.0,295
-0.8604466400320488,0.0,1.0,0.0,1.0,80
-0.8604466400320488,0.0,1.0,0.0,1.0,109
-0.8604466400320488,0.0,1.0,0.0,1.0,100
1.7107593693340504,0.0,1.0,1.0,0.0,45
0.9826302339383409,1.0,0.0,0.0,0.0,135
0.08005349318740934,1.0,0.0,0.0,0.0,115
1.725928726321461,0.0,1.0,0.0,1.0,185
-0.5418901432964259,1.0,0.0,1.0,0.0,150
1.5059730500040072,1.0,0.0,0.0,1.0,290
-0.8604466400320488,0.0,1.0,1.0,0.0,80
-0.8604466400320488,0.0,1.0,1.0,0.0,65
0.9750455554446356,0.0,1.0,1.0,0.0,45
-0.8073538905761117,1.0,0.0,1.0,0.0,80
1.9079610101703885,0.0,1.0,0.0,0.0,75
0.7550898791271817,0.0,1.0,0.0,1.0,69
-0.8604466400320488,0.0,1.0,0.0,0.0,65
-0.8604466400320488,0.0,1.0,1.0,0.0,60
-0.8604466400320488,1.0,0.0,0.0,1.0,195
-0.0564707196992862,0.0,1.0,0.0,1.0,69
-0.8604466400320488,1.0,0.0,0.0,0.0,160
